ведьма	Unmotivated
ежа	Unmotivated
пророчица	Derivative
дурочка	Derivative
бабка	Derivative
клиентура	Derivative
красо́тка	Derivative
губернаторша	Derivative
нематода	Derivative
мотоцикл	Compound
должница	Derivative
шко́льница	Derivative
проститутка	Derivative
дворничиха	Derivative
профессор	Derivative
бортпроводница	Derivative
косу́ля	Derivative
ку́рва	Derivative
ящерица	Derivative
ке́льнерша	Derivative
мать-настоятельница	Compound
ве́дьма	Derivative
делова́я же́нщина	Phrase
футболи́ст	Derivative
путеше́ствующий автосто́пом	Phrase
бортпроводница	Derivative
принцесса	Derivative
женщина-врач	Compound
пианистка	Derivative
невестка	Derivative
певец	Unmotivated
соблазни́тельница	Derivative
домработница	Derivative
певица	Derivative
сваха	Derivative
актёр	Unmotivated
рабы́ня	Derivative
модистка	Derivative
ассисте́нтка	Derivative
гость	Derivative
бесстыдница	Derivative
президент	Derivative
стеклорез	Derivative
поэ́т	Derivative
психо́лог	Compound
манекенщица	Derivative
концертмейстер-репетитор	Compound
гра́фик	Compound
читатель	Derivative
странник	Derivative
императрица	Derivative
женщина	Derivative
коровка	Derivative
волчи́ца	Derivative
графи́ня	Derivative
саксофон	Compound
полити́ческий де́ятель	Phrase
друг	Unmotivated
мастерица	Derivative
тёща	Unmotivated
трубка	Derivative
цейхгауз	Derivative
черника	Derivative
секрета́рь	Derivative
пога́нка	Derivative
инженер	Derivative
парикмахер-модельер	Compound
косметолог	Compound
преподавательница	Derivative
гимнаст	Derivative
лыжник	Derivative
товарка	Derivative
цветно́й каранда́ш	Phrase
студент	Unmotivated
женщина-мэр	Compound
забияка	Derivative
зодчий	Unmotivated
крестьянка	Derivative
бортпроводница	Derivative
кисточка	Derivative
шпиона́ж	Derivative
пастушка	Derivative
продавщи́ца	Derivative
спортсмен	Derivative
певец	Unmotivated
вуайёр	Unmotivated
горлица	Derivative
конькобежец	Derivative
пупс	Unmotivated
маникюр	Unmotivated
уборщица	Derivative
ассисте́нтка	Derivative
манекенщица	Derivative
эконо́мка	Derivative
швея	Derivative
да́ма	Derivative
пава	Unmotivated
мастерица	Derivative
наконе́чник	Derivative
шофёр	Unmotivated
тёзка	Unmotivated
жрица	Derivative
сослуживец	Derivative
массажи́стка	Derivative
пова́ренная кни́га	Phrase
гадалка	Derivative
политолог	Compound
пестик	Derivative
гла́вный геро́й	Phrase
возлюбленная	Derivative
спортсмен	Derivative
тенниси́стка	Derivative
портфе́ль	Derivative
нянюшка	Derivative
настоятельница	Derivative
сыроежка	Derivative
ре́па	Derivative
фе́льдшер	Derivative
женитьба	Derivative
коммерсантка	Derivative
делова́я же́нщина	Phrase
любовник	Derivative
шахматная доска	Phrase
приятель	Derivative
женщина-скульптор	Compound
же́нщина-полице́йский	Compound
старуха	Derivative
журнали́стка	Derivative
ве́дьма	Derivative
диагностирование	Derivative
падчерица	Derivative
