mallette	Derivative
mallette	Derivative
archevêques	Unmotivated
événement	Phrase
arrière grand père	Phrase
arrière grand père	Phrase
hélicoptère	Derivative
parterre de fleurs	Phrase
brûleur de pilote	Phrase
baguette magique	Phrase
baguette magique	Phrase
pension	Derivative
moustache	Unmotivated
compresseur	Derivative
petit panier	Phrase
sourcil	Unmotivated
ermite	Unmotivated
princesse	Derivative
pourcentage	Derivative
lingerie	Derivative
suicide	Unmotivated
silhouette	Derivative
sous-groupe	Derivative
résultats	Derivative
dictionnaire	Derivative
spécialité	Derivative
explication	Derivative
transformateurs	Derivative
corps	Unmotivated
carbone	Unmotivated
carbone	Unmotivated
écureuil	Unmotivated
écureuil	Unmotivated
écureuil	Unmotivated
hydrogène	Compound
santé	Derivative
magazine	Unmotivated
chocolat	Unmotivated
salle de lecture	Phrase
penderie	Derivative
tortue	Unmotivated
