bouwmeester	Compound
handlanger	Compound
atleet	Unmotivated
toerist	Derivative
coach	Unmotivated
keizerin	Derivative
diagnose	Derivative
makker	Derivative
winkeljuffrouw	Compound
turner	Derivative
herlogiemaker	Compound
huisvrouw	Compound
gastheer	Compound
gastheer	Compound
gravin	Unmotivated
hagedis	Unmotivated
zee-egel	Compound
kapster	Derivative
makker	Derivative
pianiste	Derivative
modemaakster	Compound
makker	Derivative
echtbreekster	Compound
skiër	Derivative
etalagepop	Compound
manicure	Unmotivated
vrouw	Unmotivated
bijzit	Compound
minnaar	Derivative
liefdezuster	Compound
handlanger	Compound
etalagepop	Compound
motor	Unmotivated
modemaakster	Compound
domoor	Unmotivated
badgast	Compound
damestoilet	Compound
babyoppas	Compound
prinses	Derivative
professor	Derivative
bijzit	Compound
psycholoog	Unmotivated
herderin	Derivative
moeder-overste	Compound
makker	Derivative
saxofoonspeler	Compound
beeldhouwer	Compound
sporter	Derivative
burgemeester	Compound
stewardess	Derivative
lifter	Derivative
echtbreekster	Compound
trouw	Unmotivated
behuwdmoeder	Compound
tennisspeler	Compound
fuut	Unmotivated
sifon	Unmotivated
pijp	Unmotivated
crayon	Unmotivated
koolzaad	Compound
zanger	Derivative
wapenarsenaal	Compound
feeks	Unmotivated
serveerster	Derivative
automobiliste	Derivative
zus	Unmotivated
bespieding	Derivative
schoonzus	Compound
